encodings,"(4, 5)","(3, 6)","(2, 7)","(1, 8)"
"[0, 0, 0, 0, 0, 3, 3, 7, 7]",96,864,2880,4608
"[0, 0, 0, 0, 0, 3, 3, 7, 8]",48,432,3456,2304
"[0, 0, 0, 0, 0, 3, 4, 4, 4]",0,648,3960,14112
"[0, 0, 0, 0, 0, 3, 4, 4, 5]",96,864,3840,12096
"[0, 0, 0, 0, 0, 3, 4, 4, 6]",192,1080,3720,10080
"[0, 0, 0, 0, 0, 3, 4, 4, 7]",128,864,3040,8640
"[0, 0, 0, 0, 0, 3, 4, 4, 8]",64,432,1520,7776
"[0, 0, 0, 0, 0, 3, 4, 5, 5]",192,1080,3720,10080
"[0, 0, 0, 0, 0, 3, 4, 5, 6]",384,1188,3420,8232
"[0, 0, 0, 0, 0, 3, 4, 5, 7]",256,1080,2840,6768
"[0, 0, 0, 0, 0, 3, 4, 5, 8]",128,648,1840,5688
"[0, 0, 0, 0, 0, 3, 4, 6, 6]",576,1296,3120,6384
"[0, 0, 0, 0, 0, 3, 4, 6, 7]",384,1296,2640,4896
"[0, 0, 0, 0, 0, 3, 4, 6, 8]",192,864,2160,3600
"[0, 0, 0, 0, 0, 3, 4, 7, 7]",192,1296,2160,3408
"[0, 0, 0, 0, 0, 3, 4, 7, 8]",96,648,2592,1704
"[0, 0, 0, 0, 0, 3, 5, 5, 5]",288,1296,3600,8064
"[0, 0, 0, 0, 0, 3, 5, 5, 6]",576,1296,3120,6384
"[0, 0, 0, 0, 0, 3, 5, 5, 7]",384,1296,2640,4896
"[0, 0, 0, 0, 0, 3, 5, 5, 8]",192,648,1320,4176
"[0, 0, 0, 0, 0, 3, 5, 6, 6]",864,1296,2640,4704
"[0, 0, 0, 0, 0, 3, 5, 6, 7]",576,1512,2040,3456
"[0, 0, 0, 0, 0, 3, 5, 6, 8]",288,864,1440,2592
"[0, 0, 0, 0, 0, 3, 5, 7, 7]",288,1728,1440,2208
"[0, 0, 0, 0, 0, 3, 5, 7, 8]",144,864,1728,1104
"[0, 0, 0, 0, 0, 3, 6, 6, 6]",1152,1296,2160,3024
"[0, 0, 0, 0, 0, 3, 6, 6, 7]",768,1728,1440,2016
"[0, 0, 0, 0, 0, 3, 6, 6, 8]",384,864,720,1584
"[0, 0, 0, 0, 0, 3, 6, 7, 7]",384,2160,720,1008
"[0, 0, 0, 0, 0, 3, 6, 7, 8]",192,1080,864,504
"[0, 0, 0, 0, 0, 4, 4, 4, 4]",0,864,4320,12096
"[0, 0, 0, 0, 0, 4, 4, 4, 5]",144,1080,3960,10080
"[0, 0, 0, 0, 0, 4, 4, 4, 6]",288,1296,3600,8064
"[0, 0, 0, 0, 0, 4, 4, 4, 7]",192,864,2400,6912
"[0, 0, 0, 0, 0, 4, 4, 4, 8]",96,432,1200,5760
"[0, 0, 0, 0, 0, 4, 4, 5, 5]",288,1296,3600,8064
"[0, 0, 0, 0, 0, 4, 4, 5, 6]",576,1296,3120,6384
"[0, 0, 0, 0, 0, 4, 4, 5, 7]",384,972,2220,5280
"[0, 0, 0, 0, 0, 4, 4, 5, 8]",192,648,1320,4176
"[0, 0, 0, 0, 0, 4, 4, 6, 6]",864,1296,2640,4704
"[0, 0, 0, 0, 0, 4, 4, 6, 7]",576,1080,2040,3648
"[0, 0, 0, 0, 0, 4, 4, 6, 8]",288,864,1440,2592
"[0, 0, 0, 0, 0, 4, 4, 7, 7]",288,864,1440,2592
"[0, 0, 0, 0, 0, 4, 4, 7, 8]",144,432,1728,1296
"[0, 0, 0, 0, 0, 4, 5, 5, 5]",432,1512,3240,6048
"[0, 0, 0, 0, 0, 4, 5, 5, 6]",864,1296,2640,4704
"[0, 0, 0, 0, 0, 4, 5, 5, 7]",576,1080,2040,3648
"[0, 0, 0, 0, 0, 4, 5, 5, 8]",288,540,1020,2976
"[0, 0, 0, 0, 0, 4, 5, 6, 6]",1296,1080,2040,3360
"[0, 0, 0, 0, 0, 4, 5, 6, 7]",864,1116,1500,2496
"[0, 0, 0, 0, 0, 4, 5, 6, 8]",432,720,960,1824
"[0, 0, 0, 0, 0, 4, 5, 7, 7]",432,1152,960,1632
"[0, 0, 0, 0, 0, 4, 5, 7, 8]",216,576,1152,816
"[0, 0, 0, 0, 0, 4, 6, 6, 6]",1728,864,1440,2016
"[0, 0, 0, 0, 0, 4, 6, 6, 7]",1152,1152,960,1344
"[0, 0, 0, 0, 0, 4, 6, 6, 8]",576,576,480,1056
"[0, 0, 0, 0, 0, 4, 6, 7, 7]",576,1440,480,672
"[0, 0, 0, 0, 0, 4, 6, 7, 8]",288,720,576,336
"[0, 0, 0, 0, 0, 5, 5, 5, 5]",576,1728,2880,4032
"[0, 0, 0, 0, 0, 5, 5, 5, 6]",1152,1296,2160,3024
"[0, 0, 0, 0, 0, 5, 5, 5, 7]",768,864,1440,2400
"[0, 0, 0, 0, 0, 5, 5, 5, 8]",384,432,720,1776
"[0, 0, 0, 0, 0, 5, 5, 6, 6]",1728,864,1440,2016
"[0, 0, 0, 0, 0, 5, 5, 6, 7]",1152,720,960,1536
"[0, 0, 0, 0, 0, 5, 5, 6, 8]",576,576,480,1056
"[0, 0, 0, 0, 0, 5, 5, 7, 7]",576,576,480,1056
"[0, 0, 0, 0, 0, 5, 5, 7, 8]",288,288,576,528
"[0, 0, 0, 0, 0, 5, 6, 6, 6]",2304,432,720,1008
"[0, 0, 0, 0, 0, 5, 6, 6, 7]",1536,576,480,672
"[0, 0, 0, 0, 0, 5, 6, 6, 8]",768,288,240,528
"[0, 0, 0, 0, 0, 5, 6, 7, 7]",768,720,240,336
"[0, 0, 0, 0, 0, 5, 6, 7, 8]",384,360,288,168
"[0, 0, 0, 0, 1, 1, 1, 1, 1]",0,0,0,0
"[0, 0, 0, 0, 1, 1, 1, 1, 2]",0,0,0,5040
"[0, 0, 0, 0, 1, 1, 1, 1, 3]",0,0,0,10080
"[0, 0, 0, 0, 1, 1, 1, 1, 4]",0,0,0,15120
"[0, 0, 0, 0, 1, 1, 1, 1, 5]",0,0,0,20160
"[0, 0, 0, 0, 1, 1, 1, 1, 6]",0,0,0,25200
"[0, 0, 0, 0, 1, 1, 1, 1, 7]",0,0,0,30240
"[0, 0, 0, 0, 1, 1, 1, 1, 8]",0,0,0,35280
"[0, 0, 0, 0, 1, 1, 1, 2, 2]",0,0,0,10080
"[0, 0, 0, 0, 1, 1, 1, 2, 3]",0,0,240,13440
"[0, 0, 0, 0, 1, 1, 1, 2, 4]",0,0,480,16800
"[0, 0, 0, 0, 1, 1, 1, 2, 5]",0,0,720,20160
"[0, 0, 0, 0, 1, 1, 1, 2, 6]",0,0,960,23520
"[0, 0, 0, 0, 1, 1, 1, 2, 7]",0,0,1200,26880
"[0, 0, 0, 0, 1, 1, 1, 2, 8]",0,0,1440,30240
"[0, 0, 0, 0, 1, 1, 1, 3, 3]",0,0,480,16800
"[0, 0, 0, 0, 1, 1, 1, 3, 4]",0,0,960,18480
"[0, 0, 0, 0, 1, 1, 1, 3, 5]",0,0,1440,20160
"[0, 0, 0, 0, 1, 1, 1, 3, 6]",0,0,1920,21840
"[0, 0, 0, 0, 1, 1, 1, 3, 7]",0,0,2400,23520
"[0, 0, 0, 0, 1, 1, 1, 3, 8]",0,0,2880,25200
"[0, 0, 0, 0, 1, 1, 1, 4, 4]",0,0,1440,20160
"[0, 0, 0, 0, 1, 1, 1, 4, 5]",0,0,2160,20160
"[0, 0, 0, 0, 1, 1, 1, 4, 6]",0,0,2880,20160
"[0, 0, 0, 0, 1, 1, 1, 4, 7]",0,0,3600,20160
"[0, 0, 0, 0, 1, 1, 1, 4, 8]",0,0,4320,20160
"[0, 0, 0, 0, 1, 1, 1, 5, 5]",0,0,2880,20160
"[0, 0, 0, 0, 1, 1, 1, 5, 6]",0,0,3840,18480
"[0, 0, 0, 0, 1, 1, 1, 5, 7]",0,0,4800,16800
"[0, 0, 0, 0, 1, 1, 1, 5, 8]",0,0,5760,15120
"[0, 0, 0, 0, 1, 1, 1, 6, 6]",0,0,4800,16800
"[0, 0, 0, 0, 1, 1, 1, 6, 7]",0,0,6000,13440
"[0, 0, 0, 0, 1, 1, 1, 6, 8]",0,0,7200,10080
"[0, 0, 0, 0, 1, 1, 1, 7, 7]",0,0,7200,10080
"[0, 0, 0, 0, 1, 1, 1, 7, 8]",0,0,8640,5040
"[0, 0, 0, 0, 1, 1, 2, 2, 2]",0,0,0,15120
"[0, 0, 0, 0, 1, 1, 2, 2, 3]",0,0,480,16800
"[0, 0, 0, 0, 1, 1, 2, 2, 4]",0,0,960,18480
"[0, 0, 0, 0, 1, 1, 2, 2, 5]",0,0,1440,20160
"[0, 0, 0, 0, 1, 1, 2, 2, 6]",0,0,1920,21840
"[0, 0, 0, 0, 1, 1, 2, 2, 7]",0,0,2400,23520
"[0, 0, 0, 0, 1, 1, 2, 2, 8]",0,0,1200,26160
"[0, 0, 0, 0, 1, 1, 2, 3, 3]",0,0,960,18480
"[0, 0, 0, 0, 1, 1, 2, 3, 4]",0,36,1500,18984
"[0, 0, 0, 0, 1, 1, 2, 3, 5]",0,72,2040,19488
"[0, 0, 0, 0, 1, 1, 2, 3, 6]",0,108,2580,19992
"[0, 0, 0, 0, 1, 1, 2, 3, 7]",0,144,3120,20496
"[0, 0, 0, 0, 1, 1, 2, 3, 8]",0,72,2400,21768
"[0, 0, 0, 0, 1, 1, 2, 4, 4]",0,72,2040,19488
"[0, 0, 0, 0, 1, 1, 2, 4, 5]",0,144,2640,18816
"[0, 0, 0, 0, 1, 1, 2, 4, 6]",0,216,3240,18144
"[0, 0, 0, 0, 1, 1, 2, 4, 7]",0,288,3840,17472
"[0, 0, 0, 0, 1, 1, 2, 4, 8]",0,144,3600,17376
"[0, 0, 0, 0, 1, 1, 2, 5, 5]",0,216,3240,18144
"[0, 0, 0, 0, 1, 1, 2, 5, 6]",0,324,3900,16296
"[0, 0, 0, 0, 1, 1, 2, 5, 7]",0,432,4560,14448
"[0, 0, 0, 0, 1, 1, 2, 5, 8]",0,216,4800,12984
"[0, 0, 0, 0, 1, 1, 2, 6, 6]",0,432,4560,14448
"[0, 0, 0, 0, 1, 1, 2, 6, 7]",0,576,5280,11424
"[0, 0, 0, 0, 1, 1, 2, 6, 8]",0,288,6000,8592
"[0, 0, 0, 0, 1, 1, 2, 7, 7]",0,720,6000,8400
"[0, 0, 0, 0, 1, 1, 2, 7, 8]",0,360,7200,4200
"[0, 0, 0, 0, 1, 1, 3, 3, 3]",0,0,1440,20160
"[0, 0, 0, 0, 1, 1, 3, 3, 4]",0,72,2040,19488
"[0, 0, 0, 0, 1, 1, 3, 3, 5]",0,144,2640,18816
"[0, 0, 0, 0, 1, 1, 3, 3, 6]",0,216,3240,18144
"[0, 0, 0, 0, 1, 1, 3, 3, 7]",0,288,3840,17472
"[0, 0, 0, 0, 1, 1, 3, 3, 8]",0,144,1920,18336
"[0, 0, 0, 0, 1, 1, 3, 4, 4]",0,144,2640,18816
"[0, 0, 0, 0, 1, 1, 3, 4, 5]",0,288,3120,17472
"[0, 0, 0, 0, 1, 1, 3, 4, 6]",0,432,3600,16128
"[0, 0, 0, 0, 1, 1, 3, 4, 7]",0,576,4080,14784
"[0, 0, 0, 0, 1, 1, 3, 4, 8]",0,288,2880,14592
"[0, 0, 0, 0, 1, 1, 3, 5, 5]",0,432,3600,16128
"[0, 0, 0, 0, 1, 1, 3, 5, 6]",0,648,3960,14112
"[0, 0, 0, 0, 1, 1, 3, 5, 7]",0,864,4320,12096
"[0, 0, 0, 0, 1, 1, 3, 5, 8]",0,432,3840,10848
"[0, 0, 0, 0, 1, 1, 3, 6, 6]",0,864,4320,12096
"[0, 0, 0, 0, 1, 1, 3, 6, 7]",0,1152,4560,9408
"[0, 0, 0, 0, 1, 1, 3, 6, 8]",0,576,4800,7104
"[0, 0, 0, 0, 1, 1, 3, 7, 7]",0,1440,4800,6720
"[0, 0, 0, 0, 1, 1, 3, 7, 8]",0,720,5760,3360
"[0, 0, 0, 0, 1, 1, 4, 4, 4]",0,216,3240,18144
"[0, 0, 0, 0, 1, 1, 4, 4, 5]",0,432,3600,16128
"[0, 0, 0, 0, 1, 1, 4, 4, 6]",0,648,3960,14112
"[0, 0, 0, 0, 1, 1, 4, 4, 7]",0,864,4320,12096
"[0, 0, 0, 0, 1, 1, 4, 4, 8]",0,432,2160,11808
"[0, 0, 0, 0, 1, 1, 4, 5, 5]",0,648,3960,14112
"[0, 0, 0, 0, 1, 1, 4, 5, 6]",0,972,4020,11928
"[0, 0, 0, 0, 1, 1, 4, 5, 7]",0,1296,4080,9744
"[0, 0, 0, 0, 1, 1, 4, 5, 8]",0,648,2880,8712
"[0, 0, 0, 0, 1, 1, 4, 6, 6]",0,1296,4080,9744
"[0, 0, 0, 0, 1, 1, 4, 6, 7]",0,1728,3840,7392
"[0, 0, 0, 0, 1, 1, 4, 6, 8]",0,864,3600,5616
"[0, 0, 0, 0, 1, 1, 4, 7, 7]",0,2160,3600,5040
"[0, 0, 0, 0, 1, 1, 4, 7, 8]",0,1080,4320,2520
"[0, 0, 0, 0, 1, 1, 5, 5, 5]",0,864,4320,12096
"[0, 0, 0, 0, 1, 1, 5, 5, 6]",0,1296,4080,9744
"[0, 0, 0, 0, 1, 1, 5, 5, 7]",0,1728,3840,7392
"[0, 0, 0, 0, 1, 1, 5, 5, 8]",0,864,1920,6576
"[0, 0, 0, 0, 1, 1, 5, 6, 6]",0,1728,3840,7392
"[0, 0, 0, 0, 1, 1, 5, 6, 7]",0,2304,3120,5376
"[0, 0, 0, 0, 1, 1, 5, 6, 8]",0,1152,2400,4128
"[0, 0, 0, 0, 1, 1, 5, 7, 7]",0,2880,2400,3360
"[0, 0, 0, 0, 1, 1, 5, 7, 8]",0,1440,2880,1680
"[0, 0, 0, 0, 1, 1, 6, 6, 6]",0,2160,3600,5040
"[0, 0, 0, 0, 1, 1, 6, 6, 7]",0,2880,2400,3360
"[0, 0, 0, 0, 1, 1, 6, 6, 8]",0,1440,1200,2640
"[0, 0, 0, 0, 1, 1, 6, 7, 7]",0,3600,1200,1680
"[0, 0, 0, 0, 1, 1, 6, 7, 8]",0,1800,1440,840
"[0, 0, 0, 0, 1, 2, 2, 2, 2]",0,0,0,20160
"[0, 0, 0, 0, 1, 2, 2, 2, 3]",0,0,720,20160
"[0, 0, 0, 0, 1, 2, 2, 2, 4]",0,0,1440,20160
"[0, 0, 0, 0, 1, 2, 2, 2, 5]",0,0,2160,20160
"[0, 0, 0, 0, 1, 2, 2, 2, 6]",0,0,2880,20160
"[0, 0, 0, 0, 1, 2, 2, 2, 7]",0,0,1920,21120
"[0, 0, 0, 0, 1, 2, 2, 2, 8]",0,0,960,22080
"[0, 0, 0, 0, 1, 2, 2, 3, 3]",0,0,1440,20160
"[0, 0, 0, 0, 1, 2, 2, 3, 4]",0,72,2040,19488
"[0, 0, 0, 0, 1, 2, 2, 3, 5]",0,144,2640,18816
"[0, 0, 0, 0, 1, 2, 2, 3, 6]",0,216,3240,18144
"[0, 0, 0, 0, 1, 2, 2, 3, 7]",0,180,2580,18240
"[0, 0, 0, 0, 1, 2, 2, 3, 8]",0,144,1920,18336
"[0, 0, 0, 0, 1, 2, 2, 4, 4]",0,144,2640,18816
"[0, 0, 0, 0, 1, 2, 2, 4, 5]",0,288,3120,17472
"[0, 0, 0, 0, 1, 2, 2, 4, 6]",0,432,3600,16128
"[0, 0, 0, 0, 1, 2, 2, 4, 7]",0,360,3240,15360
"[0, 0, 0, 0, 1, 2, 2, 4, 8]",0,288,2880,14592
"[0, 0, 0, 0, 1, 2, 2, 5, 5]",0,432,3600,16128
"[0, 0, 0, 0, 1, 2, 2, 5, 6]",0,648,3960,14112
"[0, 0, 0, 0, 1, 2, 2, 5, 7]",0,540,3900,12480
"[0, 0, 0, 0, 1, 2, 2, 5, 8]",0,432,3840,10848
"[0, 0, 0, 0, 1, 2, 2, 6, 6]",0,864,4320,12096
"[0, 0, 0, 0, 1, 2, 2, 6, 7]",0,720,4560,9600
"[0, 0, 0, 0, 1, 2, 2, 6, 8]",0,576,4800,7104
"[0, 0, 0, 0, 1, 2, 2, 7, 7]",0,576,4800,7104
"[0, 0, 0, 0, 1, 2, 2, 7, 8]",0,288,5760,3552
"[0, 0, 0, 0, 1, 2, 3, 3, 3]",0,0,2160,20160
"[0, 0, 0, 0, 1, 2, 3, 3, 4]",0,144,2640,18816
"[0, 0, 0, 0, 1, 2, 3, 3, 5]",0,288,3120,17472
"[0, 0, 0, 0, 1, 2, 3, 3, 6]",0,432,3600,16128
"[0, 0, 0, 0, 1, 2, 3, 3, 7]",0,360,3240,15360
"[0, 0, 0, 0, 1, 2, 3, 3, 8]",0,180,1620,15360
"[0, 0, 0, 0, 1, 2, 3, 4, 4]",0,288,3120,17472
"[0, 0, 0, 0, 1, 2, 3, 4, 5]",24,468,3420,15792
"[0, 0, 0, 0, 1, 2, 3, 4, 6]",48,648,3720,14112
"[0, 0, 0, 0, 1, 2, 3, 4, 7]",32,612,3460,12864
"[0, 0, 0, 0, 1, 2, 3, 4, 8]",16,360,2360,12192
"[0, 0, 0, 0, 1, 2, 3, 5, 5]",48,648,3720,14112
"[0, 0, 0, 0, 1, 2, 3, 5, 6]",96,864,3840,12096
"[0, 0, 0, 0, 1, 2, 3, 5, 7]",64,864,3680,10368
"[0, 0, 0, 0, 1, 2, 3, 5, 8]",32,540,3100,9024
"[0, 0, 0, 0, 1, 2, 3, 6, 6]",144,1080,3960,10080
"[0, 0, 0, 0, 1, 2, 3, 6, 7]",96,1116,3900,7872
"[0, 0, 0, 0, 1, 2, 3, 6, 8]",48,720,3840,5856
"[0, 0, 0, 0, 1, 2, 3, 7, 7]",48,1152,3840,5664
"[0, 0, 0, 0, 1, 2, 3, 7, 8]",24,576,4608,2832
"[0, 0, 0, 0, 1, 2, 4, 4, 4]",0,432,3600,16128
"[0, 0, 0, 0, 1, 2, 4, 4, 5]",48,648,3720,14112
"[0, 0, 0, 0, 1, 2, 4, 4, 6]",96,864,3840,12096
"[0, 0, 0, 0, 1, 2, 4, 4, 7]",64,864,3680,10368
"[0, 0, 0, 0, 1, 2, 4, 4, 8]",32,432,1840,9792
"[0, 0, 0, 0, 1, 2, 4, 5, 5]",96,864,3840,12096
"[0, 0, 0, 0, 1, 2, 4, 5, 6]",192,1080,3720,10080
"[0, 0, 0, 0, 1, 2, 4, 5, 7]",128,1188,3460,8256
"[0, 0, 0, 0, 1, 2, 4, 5, 8]",64,648,2360,7200
"[0, 0, 0, 0, 1, 2, 4, 6, 6]",288,1296,3600,8064
"[0, 0, 0, 0, 1, 2, 4, 6, 7]",192,1512,3240,6144
"[0, 0, 0, 0, 1, 2, 4, 6, 8]",96,864,2880,4608
"[0, 0, 0, 0, 1, 2, 4, 7, 7]",96,1728,2880,4224
"[0, 0, 0, 0, 1, 2, 4, 7, 8]",48,864,3456,2112
"[0, 0, 0, 0, 1, 2, 5, 5, 5]",144,1080,3960,10080
"[0, 0, 0, 0, 1, 2, 5, 5, 6]",288,1296,3600,8064
"[0, 0, 0, 0, 1, 2, 5, 5, 7]",192,1512,3240,6144
"[0, 0, 0, 0, 1, 2, 5, 5, 8]",96,756,1620,5376
"[0, 0, 0, 0, 1, 2, 5, 6, 6]",432,1512,3240,6048
"[0, 0, 0, 0, 1, 2, 5, 6, 7]",288,1908,2580,4416
"[0, 0, 0, 0, 1, 2, 5, 6, 8]",144,1008,1920,3360
"[0, 0, 0, 0, 1, 2, 5, 7, 7]",144,2304,1920,2784
"[0, 0, 0, 0, 1, 2, 5, 7, 8]",72,1152,2304,1392
"[0, 0, 0, 0, 1, 2, 6, 6, 6]",576,1728,2880,4032
"[0, 0, 0, 0, 1, 2, 6, 6, 7]",384,2304,1920,2688
"[0, 0, 0, 0, 1, 2, 6, 6, 8]",192,1152,960,2112
"[0, 0, 0, 0, 1, 2, 6, 7, 7]",192,2880,960,1344
"[0, 0, 0, 0, 1, 2, 6, 7, 8]",96,1440,1152,672
"[0, 0, 0, 0, 1, 3, 3, 3, 3]",0,0,2880,20160
"[0, 0, 0, 0, 1, 3, 3, 3, 4]",0,216,3240,18144
"[0, 0, 0, 0, 1, 3, 3, 3, 5]",0,432,3600,16128
"[0, 0, 0, 0, 1, 3, 3, 3, 6]",0,648,3960,14112
"[0, 0, 0, 0, 1, 3, 3, 3, 7]",0,432,2640,13248
"[0, 0, 0, 0, 1, 3, 3, 3, 8]",0,216,1320,12384
"[0, 0, 0, 0, 1, 3, 3, 4, 4]",0,432,3600,16128
"[0, 0, 0, 0, 1, 3, 3, 4, 5]",48,648,3720,14112
"[0, 0, 0, 0, 1, 3, 3, 4, 6]",96,864,3840,12096
"[0, 0, 0, 0, 1, 3, 3, 4, 7]",64,648,2840,10944
"[0, 0, 0, 0, 1, 3, 3, 4, 8]",32,432,1840,9792
"[0, 0, 0, 0, 1, 3, 3, 5, 5]",96,864,3840,12096
"[0, 0, 0, 0, 1, 3, 3, 5, 6]",192,1080,3720,10080
"[0, 0, 0, 0, 1, 3, 3, 5, 7]",128,864,3040,8640
"[0, 0, 0, 0, 1, 3, 3, 5, 8]",64,648,2360,7200
"[0, 0, 0, 0, 1, 3, 3, 6, 6]",288,1296,3600,8064
"[0, 0, 0, 0, 1, 3, 3, 6, 7]",192,1080,3240,6336
"[0, 0, 0, 0, 1, 3, 3, 6, 8]",96,864,2880,4608
"[0, 0, 0, 0, 1, 3, 3, 7, 7]",96,864,2880,4608
"[0, 0, 0, 0, 1, 3, 3, 7, 8]",48,432,3456,2304
"[0, 0, 0, 0, 1, 3, 4, 4, 4]",0,648,3960,14112
"[0, 0, 0, 0, 1, 3, 4, 4, 5]",96,864,3840,12096
"[0, 0, 0, 0, 1, 3, 4, 4, 6]",192,1080,3720,10080
"[0, 0, 0, 0, 1, 3, 4, 4, 7]",128,864,3040,8640
"[0, 0, 0, 0, 1, 3, 4, 4, 8]",64,432,1520,7776
"[0, 0, 0, 0, 1, 3, 4, 5, 5]",192,1080,3720,10080
"[0, 0, 0, 0, 1, 3, 4, 5, 6]",384,1188,3420,8232
"[0, 0, 0, 0, 1, 3, 4, 5, 7]",256,1080,2840,6768
"[0, 0, 0, 0, 1, 3, 4, 5, 8]",128,648,1840,5688
"[0, 0, 0, 0, 1, 3, 4, 6, 6]",576,1296,3120,6384
"[0, 0, 0, 0, 1, 3, 4, 6, 7]",384,1296,2640,4896
"[0, 0, 0, 0, 1, 3, 4, 6, 8]",192,864,2160,3600
"[0, 0, 0, 0, 1, 3, 4, 7, 7]",192,1296,2160,3408
"[0, 0, 0, 0, 1, 3, 4, 7, 8]",96,648,2592,1704
"[0, 0, 0, 0, 1, 3, 5, 5, 5]",288,1296,3600,8064
"[0, 0, 0, 0, 1, 3, 5, 5, 6]",576,1296,3120,6384
"[0, 0, 0, 0, 1, 3, 5, 5, 7]",384,1296,2640,4896
"[0, 0, 0, 0, 1, 3, 5, 5, 8]",192,648,1320,4176
"[0, 0, 0, 0, 1, 3, 5, 6, 6]",864,1296,2640,4704
"[0, 0, 0, 0, 1, 3, 5, 6, 7]",576,1512,2040,3456
"[0, 0, 0, 0, 1, 3, 5, 6, 8]",288,864,1440,2592
"[0, 0, 0, 0, 1, 3, 5, 7, 7]",288,1728,1440,2208
"[0, 0, 0, 0, 1, 3, 5, 7, 8]",144,864,1728,1104
"[0, 0, 0, 0, 1, 3, 6, 6, 6]",1152,1296,2160,3024
"[0, 0, 0, 0, 1, 3, 6, 6, 7]",768,1728,1440,2016
"[0, 0, 0, 0, 1, 3, 6, 6, 8]",384,864,720,1584
"[0, 0, 0, 0, 1, 3, 6, 7, 7]",384,2160,720,1008
"[0, 0, 0, 0, 1, 3, 6, 7, 8]",192,1080,864,504
"[0, 0, 0, 0, 1, 4, 4, 4, 4]",0,864,4320,12096
"[0, 0, 0, 0, 1, 4, 4, 4, 5]",144,1080,3960,10080
"[0, 0, 0, 0, 1, 4, 4, 4, 6]",288,1296,3600,8064
"[0, 0, 0, 0, 1, 4, 4, 4, 7]",192,864,2400,6912
"[0, 0, 0, 0, 1, 4, 4, 4, 8]",96,432,1200,5760
"[0, 0, 0, 0, 1, 4, 4, 5, 5]",288,1296,3600,8064
"[0, 0, 0, 0, 1, 4, 4, 5, 6]",576,1296,3120,6384
"[0, 0, 0, 0, 1, 4, 4, 5, 7]",384,972,2220,5280
"[0, 0, 0, 0, 1, 4, 4, 5, 8]",192,648,1320,4176
"[0, 0, 0, 0, 1, 4, 4, 6, 6]",864,1296,2640,4704
"[0, 0, 0, 0, 1, 4, 4, 6, 7]",576,1080,2040,3648
"[0, 0, 0, 0, 1, 4, 4, 6, 8]",288,864,1440,2592
"[0, 0, 0, 0, 1, 4, 4, 7, 7]",288,864,1440,2592
"[0, 0, 0, 0, 1, 4, 4, 7, 8]",144,432,1728,1296
"[0, 0, 0, 0, 1, 4, 5, 5, 5]",432,1512,3240,6048
"[0, 0, 0, 0, 1, 4, 5, 5, 6]",864,1296,2640,4704
"[0, 0, 0, 0, 1, 4, 5, 5, 7]",576,1080,2040,3648
"[0, 0, 0, 0, 1, 4, 5, 5, 8]",288,540,1020,2976
"[0, 0, 0, 0, 1, 4, 5, 6, 6]",1296,1080,2040,3360
"[0, 0, 0, 0, 1, 4, 5, 6, 7]",864,1116,1500,2496
"[0, 0, 0, 0, 1, 4, 5, 6, 8]",432,720,960,1824
"[0, 0, 0, 0, 1, 4, 5, 7, 7]",432,1152,960,1632
"[0, 0, 0, 0, 1, 4, 5, 7, 8]",216,576,1152,816
"[0, 0, 0, 0, 1, 4, 6, 6, 6]",1728,864,1440,2016
"[0, 0, 0, 0, 1, 4, 6, 6, 7]",1152,1152,960,1344
"[0, 0, 0, 0, 1, 4, 6, 6, 8]",576,576,480,1056
"[0, 0, 0, 0, 1, 4, 6, 7, 7]",576,1440,480,672
"[0, 0, 0, 0, 1, 4, 6, 7, 8]",288,720,576,336
"[0, 0, 0, 0, 1, 5, 5, 5, 5]",576,1728,2880,4032
"[0, 0, 0, 0, 1, 5, 5, 5, 6]",1152,1296,2160,3024
"[0, 0, 0, 0, 1, 5, 5, 5, 7]",768,864,1440,2400
"[0, 0, 0, 0, 1, 5, 5, 5, 8]",384,432,720,1776
"[0, 0, 0, 0, 1, 5, 5, 6, 6]",1728,864,1440,2016
"[0, 0, 0, 0, 1, 5, 5, 6, 7]",1152,720,960,1536
"[0, 0, 0, 0, 1, 5, 5, 6, 8]",576,576,480,1056
"[0, 0, 0, 0, 1, 5, 5, 7, 7]",576,576,480,1056
"[0, 0, 0, 0, 1, 5, 5, 7, 8]",288,288,576,528
"[0, 0, 0, 0, 1, 5, 6, 6, 6]",2304,432,720,1008
"[0, 0, 0, 0, 1, 5, 6, 6, 7]",1536,576,480,672
"[0, 0, 0, 0, 1, 5, 6, 6, 8]",768,288,240,528
"[0, 0, 0, 0, 1, 5, 6, 7, 7]",768,720,240,336
"[0, 0, 0, 0, 1, 5, 6, 7, 8]",384,360,288,168
"[0, 0, 0, 0, 2, 2, 2, 2, 2]",0,0,0,25200
"[0, 0, 0, 0, 2, 2, 2, 2, 3]",0,0,960,23520
"[0, 0, 0, 0, 2, 2, 2, 2, 4]",0,0,1920,21840
"[0, 0, 0, 0, 2, 2, 2, 2, 5]",0,0,2880,20160
"[0, 0, 0, 0, 2, 2, 2, 2, 6]",0,0,2160,19440
"[0, 0, 0, 0, 2, 2, 2, 2, 7]",0,0,1440,18720
"[0, 0, 0, 0, 2, 2, 2, 2, 8]",0,0,720,18000
"[0, 0, 0, 0, 2, 2, 2, 3, 3]",0,0,1920,21840
"[0, 0, 0, 0, 2, 2, 2, 3, 4]",0,108,2580,19992
"[0, 0, 0, 0, 2, 2, 2, 3, 5]",0,216,3240,18144
